annee;etablissement;academie;domaine;discipline;situation;remarque;nombre_de_reponses;taux_de_reponse;poids_de_la_discipline;taux_dinsertion;taux_d_emploi;taux_d_emploi_salarie_en_france;emplois_cadre_ou_professions_intermediaires;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;de_diplomes_boursiers;taux_de_chomage_regional;salaire_net_mensuel_median_regional;emplois_cadre;emplois_exterieurs_a_la_region_de_luniversite;femmes;salaire_net_mensuel_regional_1er_quartile;salaire_net_mensuel_regional_3eme_quartile
2015;Littoral - Côte d'Opale;Lille;Sciences, technologies et santé;Autres sciences, technologies et santé;30 mois après le diplôme;;47.0;79.0;11.0;87.0;;;80.0;66.0;90.0;1700.0;26500.0;23.0;11.1;1825.0;30.0;24.0;54.0;1475.0;2140.0
2015;Pau - Pays de l'Adour;Bordeaux;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;138.0;87.0;51.0;91.0;;;74.0;56.0;93.0;1600.0;25000.0;33.0;8.4;1750.0;36.0;46.0;64.0;1390.0;2060.0
2015;Limoges;Limoges;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);79.0;48.0;62.0;93.0;;;90.0;84.0;95.0;1950.0;30400.0;34.0;8.4;1750.0;51.0;47.0;52.0;1390.0;2060.0
2015;Université Sorbonne Paris Nord;Créteil;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);95.0;44.0;40.0;89.0;;;89.0;91.0;98.0;2250.0;35100.0;36.0;7.8;2060.0;59.0;17.0;65.0;1600.0;2570.0
2016;Paris 1 - Panthéon Sorbonne;Paris;Droit, économie et gestion;Économie;30 mois après le diplôme;;128.0;68.0;14.0;95.0;;;98.0;80.0;98.0;2600.0;40600.0;24.0;7.6;1980.0;91.0;19.0;50.0;1550.0;2420.0
2016;Limoges;Limoges;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);36.0;45.0;27.0;87.0;;;94.0;76.0;97.0;2000.0;31200.0;36.0;8.1;1725.0;72.0;79.0;47.0;1380.0;2025.0
2016;Évry-Val d'Essonne;Versailles;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;65.0;84.0;42.0;92.0;;;100.0;93.0;100.0;2340.0;36500.0;11.0;7.6;1980.0;76.0;16.0;33.0;1550.0;2420.0
2016;Évry-Val d'Essonne;Versailles;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;;59.0;84.0;38.0;91.0;;;100.0;93.0;100.0;2400.0;37400.0;11.0;7.6;1980.0;74.0;14.0;30.0;1550.0;2420.0
2016;Paris-Saclay;Versailles;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);46.0;37.0;8.0;97.0;;;100.0;81.0;100.0;2620.0;40800.0;17.0;7.6;1980.0;96.0;18.0;39.0;1550.0;2420.0
2016;Paris-Saclay;Versailles;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);38.0;33.0;9.0;100.0;;;100.0;84.0;100.0;2230.0;34700.0;17.0;7.6;1980.0;100.0;29.0;34.0;1550.0;2420.0
2016;Paris-Est Créteil;Créteil;Droit, économie et gestion;Droit;30 mois après le diplôme;;62.0;69.0;9.0;95.0;;;92.0;90.0;100.0;2250.0;35100.0;29.0;7.6;1980.0;81.0;15.0;54.0;1550.0;2420.0
2017;Aix-Marseille;Aix-Marseille;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;;95.0;71.0;6.0;86.0;;;65.0;59.0;83.0;1620.0;25200.0;33.0;9.1;1840.0;31.0;57.0;78.0;1400.0;2220.0
2017;Aix-Marseille;Aix-Marseille;Sciences, technologies et santé;Sciences fondamentales;30 mois après le diplôme;;50.0;73.0;3.0;92.0;;;98.0;89.0;98.0;1950.0;30400.0;33.0;9.1;1840.0;74.0;41.0;48.0;1400.0;2220.0
2017;Grenoble Alpes;Grenoble;Droit, économie et gestion;Gestion;18 mois après le diplôme;;254.0;66.0;27.0;94.0;;;93.0;73.0;100.0;2000.0;31300.0;33.0;7.0;1860.0;73.0;43.0;51.0;1450.0;2220.0
2019;Grenoble Alpes;Grenoble;Droit, économie et gestion;Économie;18 mois après le diplôme;;71.0;74.0;7.0;85.0;;;84.0;60.0;94.0;1850.0;28900.0;35.0;6.4;1920.0;51.0;26.0;49.0;1470.0;2360.0
2019;Grenoble Alpes;Grenoble;Droit, économie et gestion;Gestion;30 mois après le diplôme;;269.0;70.0;28.0;95.0;;;95.0;85.0;98.0;2360.0;36800.0;35.0;6.4;1920.0;78.0;47.0;54.0;1470.0;2360.0
2019;Grenoble Alpes;Grenoble;Sciences humaines et sociales;Information communication;18 mois après le diplôme;;78.0;67.0;8.0;75.0;;;80.0;39.0;83.0;1700.0;26500.0;35.0;6.4;1920.0;53.0;48.0;71.0;1470.0;2360.0
2018;Avignon;Aix-Marseille;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;35.0;80.0;24.0;76.0;;;84.0;53.0;84.0;1690.0;26400.0;35.0;9.0;1860.0;58.0;41.0;80.0;1410.0;2240.0
2020;Besançon - Franche-Comté;Besançon;Sciences, technologies et santé;Sciences de la vie et de la terre;30 mois après le diplôme;;37.0;83.0;9.0;89.0;85;77;91.0;79.0;100.0;2000.0;31200.0;36.11;6.2;1900.0;64.0;54.0;43.0;1480.0;2260.0
2020;Toulouse 1 - Capitole;Toulouse;Droit, économie et gestion;Droit;30 mois après le diplôme;;217.0;86.0;26.0;93.0;87;77;94.0;82.0;98.0;2100.0;32800.0;26.47;8.6;1890.0;65.0;44.0;76.0;1420.0;2290.0
2020;Toulouse - Jean Jaures;Toulouse;Droit, économie et gestion;Économie;30 mois après le diplôme;;38.0;68.0;9.0;87.0;77;65;82.0;76.0;100.0;1800.0;28100.0;49.25;8.6;1890.0;33.0;45.0;71.0;1420.0;2290.0
2020;Bordeaux;Bordeaux;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;;510.0;80.0;49.0;89.0;85;79;95.0;70.0;97.0;2000.0;31300.0;32.49;6.3;1860.0;74.0;45.0;46.0;1430.0;2240.0
2020;Bordeaux;Bordeaux;Sciences, technologies et santé;Sciences fondamentales;18 mois après le diplôme;;82.0;81.0;8.0;81.0;78;71;97.0;78.0;96.0;2100.0;35300.0;32.49;6.3;1860.0;80.0;53.0;38.0;1430.0;2240.0
2020;Bordeaux;Bordeaux;Sciences, technologies et santé;Informatique;18 mois après le diplôme;;72.0;75.0;7.0;99.0;96;90;99.0;93.0;100.0;2130.0;33300.0;32.49;6.3;1860.0;99.0;19.0;27.0;1430.0;2240.0
2020;Montpellier;Montpellier;Droit, économie et gestion;Économie;18 mois après le diplôme;;50.0;73.0;5.0;85.0;85;72;100.0;78.0;100.0;2070.0;33900.0;30.34;8.6;1890.0;72.0;63.0;42.0;1420.0;2290.0
2020;Grenoble Alpes;Grenoble;Sciences, technologies et santé;Sciences de l'ingénieur;18 mois après le diplôme;;75.0;71.0;7.0;81.0;80;64;96.0;77.0;98.0;2100.0;31200.0;32.56;6.1;1980.0;81.0;35.0;28.0;1510.0;2390.0
2020;Reims - Champagne Ardenne;Reims;Droit, économie et gestion;Droit;30 mois après le diplôme;;42.0;79.0;10.0;98.0;98;95;80.0;59.0;100.0;1970.0;30700.0;43.46;7.0;1930.0;46.0;46.0;76.0;1490.0;2300.0
2020;Clermont Auvergne;Clermont-Ferrand;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;;76.0;89.0;11.0;95.0;91;84;77.0;46.0;89.0;1700.0;26500.0;35.89;6.1;1980.0;37.0;46.0;68.0;1510.0;2390.0
2020;Pau - Pays de l'Adour;Bordeaux;Lettres, langues, arts;Lettres, langues, arts;18 mois après le diplôme;;36.0;80.0;13.0;86.0;79;55;74.0;47.0;90.0;1635.0;25600.0;42.34;6.3;1860.0;44.0;62.0;89.0;1430.0;2240.0
2020;Strasbourg;Strasbourg;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;436.0;76.0;39.0;95.0;92;71;88.0;72.0;98.0;2110.0;32900.0;27.46;7.0;1930.0;59.0;52.0;64.0;1490.0;2300.0
2020;Paris 1 - Panthéon Sorbonne;Paris;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;;84.0;65.0;11.0;91.0;82;77;89.0;59.0;96.0;2100.0;32800.0;21.45;6.8;2300.0;68.0;37.0;64.0;1700.0;2840.0
2012;Paris-Est Marne-la-Vallée;Créteil;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;161.0;69.0;34.0;78.0;;;81.0;72.0;98.0;1850.0;28900.0;12.0;9.0;2020.0;58.0;13.0;70.0;1580.0;2530.0
2012;Lorraine;Nancy-Metz;Sciences, technologies et santé;Sciences de la vie et de la terre;30 mois après le diplôme;;111.0;79.0;10.0;87.0;;;89.0;53.0;92.0;1730.0;26900.0;30.0;10.7;1760.0;60.0;73.0;65.0;1400.0;2050.0
2012;Artois;Lille;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;;32.0;72.0;17.0;88.0;;;74.0;61.0;85.0;1635.0;25600.0;38.0;13.0;1780.0;44.0;49.0;84.0;1450.0;2080.0
2012;Clermont-Ferrand 2 - Blaise Pascal;Clermont-Ferrand;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;140.0;74.0;47.0;92.0;;;98.0;80.0;95.0;1910.0;29800.0;41.0;8.9;1740.0;70.0;72.0;37.0;1400.0;2020.0
2012;Pau - Pays de l'Adour;Bordeaux;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;;33.0;89.0;12.0;73.0;;;84.0;53.0;91.0;1700.0;26500.0;34.0;10.0;1710.0;48.0;40.0;57.0;1360.0;2030.0
2012;Pau - Pays de l'Adour;Bordeaux;Sciences, technologies et santé;Sciences fondamentales;18 mois après le diplôme;;32.0;93.0;11.0;81.0;;;97.0;76.0;98.0;2100.0;32800.0;34.0;10.0;1710.0;78.0;53.0;65.0;1360.0;2030.0
2012;Strasbourg;Strasbourg;Masters enseignement;Masters enseignement;18 mois après le diplôme;;188.0;86.0;100.0;96.0;;;86.0;71.0;86.0;1660.0;25900.0;27.0;9.3;1760.0;72.0;26.0;86.0;1430.0;2080.0
2012;Strasbourg;Strasbourg;Droit, économie et gestion;Gestion;30 mois après le diplôme;;184.0;76.0;23.0;92.0;;;79.0;88.0;99.0;2080.0;32400.0;23.0;9.3;1760.0;57.0;48.0;54.0;1430.0;2080.0
2012;Strasbourg;Strasbourg;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;;139.0;79.0;17.0;90.0;;;85.0;46.0;77.0;1530.0;23900.0;23.0;9.3;1760.0;59.0;50.0;75.0;1430.0;2080.0
2012;Strasbourg;Strasbourg;Sciences humaines et sociales;Psychologie;30 mois après le diplôme;;49.0;80.0;6.0;90.0;;;83.0;64.0;59.0;1700.0;26700.0;23.0;9.3;1760.0;78.0;31.0;87.0;1430.0;2080.0
2011;Brest - Bretagne occidentale;Rennes;Masters enseignement;Masters enseignement : premier degré;30 mois après le diplôme;;80.0;38.0;28.0;98.0;;;82.0;77.0;82.0;1640.0;25600.0;39.0;8.5;1650.0;75.0;30.0;84.0;1460.0;2190.0
2011;Nantes;Nantes;Droit, économie et gestion;Économie;30 mois après le diplôme;;31.0;70.0;4.0;97.0;;;87.0;73.0;98.0;2070.0;32350.0;29.0;8.5;1690.0;63.0;53.0;65.0;1460.0;2220.0
2011;Nantes;Nantes;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;;47.0;67.0;6.0;87.0;;;75.0;63.0;85.0;1635.0;25600.0;29.0;8.5;1690.0;50.0;66.0;81.0;1470.0;2210.0
2011;Artois;Lille;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;;33.0;72.0;6.0;88.0;;;74.0;61.0;85.0;1635.0;25600.0;37.0;12.8;1750.0;44.0;49.0;79.0;1470.0;2210.0
2015;Strasbourg;Strasbourg;Sciences humaines et sociales;Information communication;30 mois après le diplôme;;39.0;75.0;4.0;89.0;;;94.0;32.0;83.0;1710.0;26700.0;26.0;8.6;1800.0;79.0;88.0;44.0;1430.0;2120.0
2015;Strasbourg;Strasbourg;Sciences, technologies et santé;Sciences de la vie et de la terre;18 mois après le diplôme;;79.0;83.0;7.0;84.0;;;77.0;37.0;90.0;1500.0;23400.0;26.0;8.6;1800.0;57.0;64.0;54.0;1430.0;2120.0
2015;Savoie Mont Blanc;Grenoble;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;102.0;85.0;24.0;95.0;;;94.0;88.0;97.0;1900.0;29600.0;31.0;7.6;1825.0;74.0;36.0;15.0;1460.0;2180.0
2015;Paris 1 - Panthéon Sorbonne;Paris;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;103.0;76.0;10.0;89.0;;;86.0;42.0;97.0;1930.0;30000.0;23.0;7.8;2060.0;66.0;26.0;60.0;1600.0;2570.0
2015;Paris 7 - Denis Diderot;Paris;Sciences, technologies et santé;Sciences de la vie et de la terre;18 mois après le diplôme;;38.0;65.0;14.0;80.0;;;90.0;57.0;94.0;1800.0;28100.0;21.0;7.8;2060.0;77.0;54.0;62.0;1600.0;2570.0
2015;Sorbonne Université;Paris;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;;215.0;61.0;31.0;91.0;;;88.0;72.0;92.0;2100.0;32800.0;27.0;7.8;2060.0;75.0;19.0;77.0;1600.0;2570.0
2015;Sorbonne Université;Paris;Sciences, technologies et santé;Informatique;18 mois après le diplôme;;61.0;52.0;11.0;95.0;;;100.0;87.0;100.0;2200.0;34300.0;27.0;7.8;2060.0;98.0;18.0;17.0;1600.0;2570.0
2015;Rouen;Normandie;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;126.0;68.0;37.0;91.0;;;93.0;72.0;95.0;1970.0;30700.0;38.0;8.9;1810.0;65.0;48.0;39.0;1470.0;2160.0
2015;Paris-Est Marne-la-Vallée;Créteil;Sciences, technologies et santé;Sciences de l'ingénieur;18 mois après le diplôme;;102.0;74.0;20.0;88.0;;;94.0;91.0;100.0;2100.0;32800.0;16.0;7.8;2060.0;75.0;29.0;38.0;1600.0;2570.0
2015;Amiens - Picardie Jules-Verne;Amiens;Sciences humaines et sociales;Psychologie;30 mois après le diplôme;;54.0;79.0;14.0;94.0;;;98.0;63.0;84.0;1700.0;26500.0;33.0;11.1;1825.0;89.0;36.0;83.0;1475.0;2140.0
2015;Amiens - Picardie Jules-Verne;Amiens;Sciences, technologies et santé;Sciences de l'ingénieur;18 mois après le diplôme;;57.0;66.0;15.0;93.0;;;98.0;78.0;100.0;1950.0;30400.0;33.0;11.1;1825.0;60.0;50.0;38.0;1475.0;2140.0
2015;Poitiers;Poitiers;Droit, économie et gestion;Droit;30 mois après le diplôme;;51.0;64.0;11.0;90.0;;;73.0;72.0;100.0;1700.0;26500.0;39.0;8.4;1750.0;32.0;54.0;78.0;1390.0;2060.0
2015;Poitiers;Poitiers;Droit, économie et gestion;Gestion;30 mois après le diplôme;;170.0;59.0;37.0;95.0;;;83.0;74.0;99.0;2000.0;31200.0;39.0;8.4;1750.0;51.0;69.0;62.0;1390.0;2060.0
2015;Paris 11 - Paris Sud;Versailles;Masters enseignement;Masters enseignement;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);34.0;47.0;100.0;100.0;;;100.0;100.0;100.0;1900.0;29600.0;11.0;7.8;2060.0;100.0;3.0;66.0;1600.0;2570.0
2015;Université Sorbonne Paris Nord;Créteil;Droit, économie et gestion;Gestion;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);41.0;44.0;17.0;88.0;;;94.0;81.0;97.0;2250.0;35100.0;36.0;7.8;2060.0;68.0;14.0;68.0;1600.0;2570.0
2015;Corse Pasquale Paoli;Corse;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;50.0;78.0;40.0;84.0;;;80.0;44.0;97.0;1500.0;23400.0;37.0;9.4;1800.0;40.0;47.0;38.0;1430.0;2140.0
2016;Nice - Sophia-Antipolis;Nice;Sciences, technologies et santé;Autres sciences, technologies et santé;30 mois après le diplôme;;39.0;64.0;8.0;87.0;;;84.0;86.0;92.0;1855.0;29100.0;28.0;10.2;1800.0;48.0;38.0;47.0;1410.0;2140.0
2011;Lyon 1 - Claude Bernard;Lyon;Sciences, technologies et santé;Sciences fondamentales;30 mois après le diplôme;;85.0;84.0;12.0;84.0;;;99.0;74.0;96.0;2080.0;32400.0;25.0;8.5;1730.0;75.0;52.0;50.0;1450.0;2210.0
2011;Paris Pierre et Marie Curie;Paris;Masters enseignement;Masters enseignement : second degré, CPE...;30 mois après le diplôme;;37.0;66.0;11.0;95.0;;;97.0;94.0;97.0;1880.0;29400.0;28.0;8.6;1990.0;92.0;20.0;78.0;1460.0;2190.0
2013;La Rochelle;Poitiers;Sciences, technologies et santé;Sciences de la vie et de la terre;18 mois après le diplôme;;43.0;81.0;17.0;88.0;;;92.0;68.0;100.0;1690.0;26400.0;50.0;9.6;1730.0;51.0;65.0;46.0;1390.0;2040.0
2013;Angers;Nantes;Lettres, langues, arts;Lettres, langues, arts;18 mois après le diplôme;;57.0;82.0;9.0;94.0;;;65.0;48.0;83.0;1590.0;24700.0;33.0;8.8;1760.0;29.0;58.0;75.0;1430.0;2070.0
2013;Lorraine;Nancy-Metz;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;;145.0;76.0;13.0;90.0;;;95.0;91.0;98.0;2070.0;32200.0;32.0;10.1;1780.0;80.0;58.0;16.0;1430.0;2100.0
2013;Université Polytechnique Hauts-de-France;Lille;Sciences humaines et sociales;Information communication;18 mois après le diplôme;;37.0;90.0;10.0;89.0;;;88.0;58.0;94.0;1710.0;26700.0;27.0;12.4;1820.0;45.0;87.0;27.0;1480.0;2120.0
2011;Dijon - Bourgogne;Dijon;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;;31.0;82.0;4.0;90.0;;;84.0;53.0;91.0;1700.0;26500.0;29.0;8.8;1790.0;48.0;40.0;74.0;1470.0;2240.0
2011;Bordeaux;Bordeaux;Droit, économie et gestion;Économie;30 mois après le diplôme;;64.0;64.0;7.0;89.0;;;85.0;68.0;100.0;1930.0;30200.0;25.0;9.6;1660.0;57.0;63.0;41.0;1460.0;2220.0
2011;Montpellier 2 - Sciences techniques du Languedoc;Montpellier;Sciences, technologies et santé;Informatique;30 mois après le diplôme;;33.0;77.0;6.0;94.0;;;100.0;90.0;100.0;2180.0;33900.0;37.0;13.7;1660.0;87.0;47.0;18.0;1450.0;2190.0
2011;Rennes 1;Rennes;Sciences, technologies et santé;Sciences de la vie et de la terre;30 mois après le diplôme;;96.0;84.0;14.0;89.0;;;89.0;42.0;93.0;1600.0;25000.0;24.0;8.5;1650.0;59.0;66.0;65.0;1450.0;2180.0
2011;Angers;Nantes;Sciences, technologies et santé;Autres sciences, technologies et santé;30 mois après le diplôme;;39.0;71.0;6.0;95.0;;;97.0;73.0;100.0;1840.0;28700.0;34.0;8.5;1690.0;68.0;57.0;77.0;1450.0;2180.0
2016;Strasbourg;Strasbourg;Masters enseignement;Masters enseignement;30 mois après le diplôme;;178.0;73.0;100.0;97.0;;;95.0;94.0;95.0;1800.0;28100.0;20.0;8.3;1780.0;87.0;20.0;82.0;1415.0;2070.0
2016;Strasbourg;Strasbourg;Sciences, technologies et santé;Sciences de la vie et de la terre;18 mois après le diplôme;;69.0;80.0;6.0;67.0;;;94.0;43.0;96.0;1770.0;27600.0;31.0;8.3;1780.0;64.0;69.0;48.0;1415.0;2070.0
2016;Mulhouse - Haute Alsace;Strasbourg;Droit, économie et gestion;Gestion;30 mois après le diplôme;;59.0;67.0;29.0;95.0;;;84.0;84.0;98.0;2080.0;32400.0;28.0;8.3;1780.0;50.0;49.0;39.0;1415.0;2070.0
2016;Lyon 1 - Claude Bernard;Lyon;Masters enseignement;Masters enseignement;18 mois après le diplôme;;217.0;75.0;100.0;99.0;;;98.0;92.0;98.0;1700.0;26500.0;17.0;7.5;1800.0;96.0;21.0;81.0;1450.0;2120.0
2016;Lyon 1 - Claude Bernard;Lyon;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;;438.0;78.0;97.0;88.0;;;94.0;66.0;96.0;1980.0;30900.0;27.0;7.5;1800.0;77.0;48.0;41.0;1450.0;2120.0
2016;Lyon 2 - Lumière;Lyon;Masters enseignement;Masters enseignement;30 mois après le diplôme;;61.0;65.0;100.0;95.0;;;92.0;80.0;87.0;1800.0;28100.0;18.0;7.5;1800.0;52.0;28.0;78.0;1450.0;2120.0
2016;Paris Nanterre;Versailles;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;199.0;54.0;45.0;93.0;;;83.0;83.0;96.0;2300.0;35900.0;26.0;7.6;1980.0;80.0;15.0;57.0;1550.0;2420.0
2016;Corse Pasquale Paoli;Corse;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;44.0;79.0;45.0;86.0;;;62.0;57.0;95.0;1980.0;30900.0;32.0;9.1;1800.0;27.0;12.0;66.0;1450.0;2120.0
2017;Caen Normandie;Normandie;Droit, économie et gestion;Gestion;18 mois après le diplôme;;191.0;70.0;35.0;95.0;;;98.0;69.0;98.0;1960.0;30600.0;32.0;8.0;1840.0;64.0;46.0;67.0;1460.0;2190.0
2017;La Rochelle;Poitiers;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;;55.0;82.0;18.0;96.0;;;96.0;98.0;100.0;2100.0;32800.0;41.0;7.4;1760.0;88.0;71.0;13.0;1370.0;2100.0
2017;Dijon - Bourgogne;Dijon;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;190.0;64.0;40.0;92.0;;;95.0;77.0;98.0;2030.0;31700.0;38.0;7.1;1810.0;59.0;62.0;45.0;1430.0;2140.0
2017;Toulouse - Jean Jaures;Toulouse;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;;109.0;76.0;26.0;83.0;;;89.0;66.0;93.0;1620.0;25300.0;46.0;9.5;1790.0;49.0;46.0;69.0;1380.0;2130.0
2017;Rennes 2;Rennes;Masters enseignement;Masters enseignement;30 mois après le diplôme;;165.0;74.0;100.0;97.0;;;90.0;89.0;92.0;1800.0;28100.0;19.0;6.7;1770.0;89.0;51.0;69.0;1400.0;2120.0
2017;Tours;Orléans-Tours;Sciences humaines et sociales;Psychologie;18 mois après le diplôme;;43.0;89.0;10.0;90.0;;;97.0;56.0;62.0;1700.0;26700.0;32.0;7.7;1850.0;86.0;66.0;88.0;1480.0;2210.0
2017;Reims - Champagne Ardenne;Reims;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;83.0;72.0;29.0;92.0;;;93.0;89.0;97.0;2200.0;34300.0;38.0;7.8;1820.0;69.0;51.0;28.0;1420.0;2150.0
2017;Littoral - Côte d'Opale;Lille;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;38.0;75.0;16.0;100.0;;;87.0;90.0;100.0;2200.0;34300.0;25.0;10.0;1850.0;62.0;30.0;24.0;1450.0;2180.0
2017;Lille;Lille;Sciences, technologies et santé;Sciences de la vie et de la terre;18 mois après le diplôme;;133.0;79.0;7.0;89.0;;;95.0;65.0;98.0;2000.0;31200.0;30.0;10.0;1850.0;69.0;59.0;64.0;1450.0;2180.0
2017;Strasbourg;Strasbourg;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;172.0;84.0;14.0;89.0;;;88.0;43.0;71.0;1630.0;25400.0;26.0;7.8;1820.0;68.0;47.0;75.0;1420.0;2150.0
2017;Mulhouse - Haute Alsace;Strasbourg;Sciences, technologies et santé;Sciences fondamentales;18 mois après le diplôme;;32.0;77.0;13.0;85.0;;;97.0;76.0;98.0;2100.0;32800.0;29.0;7.8;1820.0;78.0;53.0;68.0;1420.0;2150.0
2017;Paris 1 - Panthéon Sorbonne;Paris;Sciences humaines et sociales;Histoire-géographie;18 mois après le diplôme;;123.0;72.0;12.0;82.0;;;81.0;42.0;81.0;1800.0;28100.0;23.0;7.1;2120.0;60.0;21.0;61.0;1620.0;2620.0
2017;Paris 2 - Panthéon Assas;Paris;Droit, économie et gestion;Droit;30 mois après le diplôme;;78.0;53.0;35.0;99.0;;;94.0;84.0;97.0;2650.0;41300.0;14.0;7.1;2120.0;86.0;31.0;66.0;1620.0;2620.0
2017;Paris-Est Marne-la-Vallée;Créteil;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;;86.0;77.0;14.0;99.0;;;100.0;92.0;100.0;2450.0;38200.0;16.0;7.1;2120.0;91.0;36.0;24.0;1620.0;2620.0
2017;Avignon;Aix-Marseille;Sciences, technologies et santé;Sciences de la vie et de la terre;18 mois après le diplôme;;36.0;85.0;23.0;85.0;;;92.0;58.5;96.0;1800.0;28100.0;46.0;9.1;1840.0;63.0;39.0;49.0;1400.0;2220.0
2018;Paris 1 - Panthéon Sorbonne;Paris;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;;63.0;80.0;6.0;83.0;;;77.0;83.0;84.0;1900.0;29600.0;23.0;7.7;2170.0;52.0;23.0;75.0;1650.0;2700.0
2018;Paris 2 - Panthéon Assas;Paris;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;;43.0;71.0;13.0;86.0;;;91.0;49.0;89.0;2000.0;31200.0;11.0;7.7;2170.0;72.0;16.0;79.0;1650.0;2700.0
2018;Rouen;Normandie;Sciences humaines et sociales;Histoire-géographie;30 mois après le diplôme;;30.0;77.0;8.0;87.0;;;77.0;48.0;88.5;1690.0;26350.0;34.0;7.7;1860.0;46.0;41.0;49.0;1480.0;2220.0
2018;Versailles Saint-Quentin-en-Yvelines;Versailles;Sciences, technologies et santé;Sciences fondamentales;18 mois après le diplôme;;50.0;73.0;15.0;88.0;;;98.0;77.0;100.0;2200.0;34300.0;8.0;7.7;2170.0;93.0;43.0;87.0;1650.0;2700.0
2018;Poitiers;Poitiers;Sciences, technologies et santé;Autres sciences, technologies et santé;18 mois après le diplôme;;54.0;74.0;9.0;91.0;;;76.0;67.0;92.0;1870.0;29100.0;34.0;7.2;1780.0;40.0;54.0;15.0;1400.0;2120.0
